seed,replicate,n_episodes,ar_coef,total_features,model_name,model_label,grouped_auc,grouped_brier,random_auc,random_brier,delta_cv,event_rate,n_obs,n_eff,rho_hat,avg_episode_size
37002,2,50,0.6,5,random_forest,Random Forest,0.533359904548929,0.30141418370076695,0.8318104776266663,0.16838253852289217,0.29845057307773726,0.4845714285714286,875,93.94293771035075,0.5038887734155083,17.5
38000,0,50,0.6,5,xgboost,Boosted Trees,0.4958336842769939,0.3306889959121504,0.8672903520566354,0.14804708781387313,0.3714566677796415,0.5464601769911505,904,95.32068131015193,0.49670820303988933,18.08
38001,1,50,0.6,5,xgboost,Boosted Trees,0.6286124069396187,0.3126735511173115,0.8754725812439098,0.14405447032577304,0.24686017430429108,0.4415954415954416,1053,92.70128031427731,0.5164041085078582,21.06
38002,2,50,0.6,5,xgboost,Boosted Trees,0.5552656244041646,0.3092932599330783,0.752465288627825,0.1993899713735402,0.19719966422366042,0.46496815286624205,1099,128.78976922848406,0.3590699002394077,21.98
39000,0,50,0.6,20,logistic,Logistic Regression,0.5822485159930857,0.26103964535255036,0.5951399751024534,0.24701088769367927,0.012891459109367731,0.4900105152471083,951,106.0765163399804,0.442021450839606,19.02
39001,1,50,0.6,20,logistic,Logistic Regression,0.7739397353365326,0.18796210978699546,0.751268110715953,0.1822216035683081,-0.02267162462057959,0.3453525641025641,1248,91.51994382651307,0.5273944910745786,24.96
39002,2,50,0.6,20,logistic,Logistic Regression,0.5533640636636294,0.25032689800895563,0.5911334771755213,0.24085218990822846,0.03776941351189189,0.41341653666146644,1282,129.6046802148186,0.3608611239823872,25.64
40000,0,50,0.6,20,random_forest,Random Forest,0.4541463718604251,0.2743746219236477,0.6393290359111578,0.23656605422511293,0.18518266405073264,0.5405405405405406,851,114.87799139405904,0.3999912189054321,17.02
40001,1,50,0.6,20,random_forest,Random Forest,0.6950790909015429,0.22039755304429073,0.7466003491612824,0.1990770171472942,0.05152125825973952,0.4047402005469462,1097,107.82721858140815,0.4380937703297762,21.94
40002,2,50,0.6,20,random_forest,Random Forest,0.49830541482367074,0.2636935920043946,0.6923137556335371,0.2230277906368602,0.1940083408098664,0.5560747663551402,856,102.07066994995539,0.45821007718853346,17.12
41000,0,50,0.6,20,xgboost,Boosted Trees,0.6934026156460243,0.2588599289556896,0.8480883146114436,0.15821940089474,0.15468569896541928,0.4096638655462185,952,91.78494287388955,0.5195161645086834,19.04
41001,1,50,0.6,20,xgboost,Boosted Trees,0.543662525798704,0.3156153654020956,0.78571416290676,0.18109838020984767,0.242051637108056,0.3839935327405012,1237,109.33813521215966,0.4344367103781152,24.74
41002,2,50,0.6,20,xgboost,Boosted Trees,0.580937206206749,0.29922634337595877,0.7530202437599716,0.20543256700642107,0.17208303755322252,0.44479166666666664,960,108.68773282694114,0.43036502904795604,19.2
42000,0,50,0.6,100,logistic,Logistic Regression,0.5878368344535637,0.2684804008508224,0.5710241644179207,0.27438116509822147,-0.016812670035643018,0.472196041470311,1061,131.87801878056618,0.3484329111392009,21.22
42001,1,50,0.6,100,logistic,Logistic Regression,0.5566667796051917,0.2795656048867703,0.606272066066486,0.254353042673832,0.04960528646129425,0.40239410681399634,1086,94.12608198746155,0.5085770259174258,21.72
42002,2,50,0.6,100,logistic,Logistic Regression,0.5287676291214027,0.2930035850860582,0.5893983405581071,0.2642119586642184,0.0606307114367044,0.6172680412371134,776,142.8513744168168,0.3052492663933905,15.52
43000,0,50,0.6,100,random_forest,Random Forest,0.6215910758581605,0.24090480037543363,0.6719659435042168,0.23274770092857675,0.050374867646056254,0.4983127109111361,889,121.83349505821788,0.3752588759917544,17.78
43001,1,50,0.6,100,random_forest,Random Forest,0.5248632732759325,0.25944642033902143,0.6390272357955716,0.23236669106370333,0.11416396251963912,0.4612286002014099,993,107.78238572022929,0.43547233127969587,19.86
43002,2,50,0.6,100,random_forest,Random Forest,0.53592638157065,0.2528414285315959,0.6827496410100576,0.2281373490414508,0.14682325943940766,0.4932279909706546,886,83.82606075858126,0.5723388383940046,17.72
44000,0,50,0.6,100,xgboost,Boosted Trees,0.5748578295179461,0.2708684084608055,0.6937955452289447,0.22015102097695974,0.11893771571099865,0.4158496732026144,1224,118.030010592133,0.3990734208844622,24.48
